序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,688583,N思看,100.0,198.86,66.54,102604,1011430514.0,56.55,110.0,91.08,105.0,33.46,,80.28,63.67,6.32,2025-01-15
2,301601,N惠通,47.4,301.69,35.6,243523,1286000311.96,118.56,60.0,46.01,55.1,11.8,,81.25,56.34,5.31,2025-01-15
3,688758,C赛分,16.35,-13.08,-2.46,193532,326783720.0,8.24,17.88,16.33,17.88,18.81,0.76,48.99,93.73,5.58,2025-01-15
4,301458,C钧崴,36.98,-17.82,-8.02,370756,1457897201.07,12.98,42.5,36.66,42.5,45.0,0.91,60.7,81.15,6.31,2025-01-15
5,603072,天和磁材,41.46,1.67,0.68,309882,1271135601.0,9.59,43.3,39.39,40.38,40.78,0.89,47.86,77.14,5.4,2025-01-15
6,301581,黄山谷捷,56.5,-1.57,-0.9,62563,364754404.65,7.94,61.0,56.44,59.16,57.4,0.8,31.28,37.53,4.57,2025-01-15
7,001391,国货航,7.37,-5.03,-0.39,2148052,1604049257.64,4.9,7.7,7.32,7.69,7.76,0.75,25.6,60.1,3.73,2025-01-15
8,603194,中力股份,35.26,-1.95,-0.7,69461,245874654.0,2.89,36.1,35.06,35.75,35.96,0.69,13.94,16.32,3.05,2025-01-15
9,301598,博科测试,68.08,-1.66,-1.15,28185,191535758.84,2.89,69.18,67.18,68.1,69.23,0.85,19.14,46.12,4.25,2025-01-15
10,301585,蓝宇股份,42.23,-2.7,-1.17,30321,129119703.06,2.88,43.27,42.02,43.02,43.4,0.97,15.99,30.86,3.63,2025-01-15
