序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业,date
23,002651,利君股份,9.98389720916748,6.83,180862954,3862116668.03,7058531800.0,4.752224922180176,77685082,093506,093506,0,1/1,1,专用设备,2025-04-21
67,603918,金桥信息,10.0,16.39,511188992,6002487180.14,6007310789.92,8.739412307739258,50736392,111709,111709,0,1/1,1,互联网服,2025-04-21
66,002131,利欧股份,10.0,3.52,1419579824,20596353296.64,23835699036.16,7.177021026611328,292852841,111112,111112,0,1/1,1,互联网服,2025-04-21
34,002095,生 意 宝,10.0,18.04,169245744,4540819806.599999,4559068800.0,3.791248321533203,39597800,094318,094318,0,1/1,1,互联网服,2025-04-21
33,600589,大位科技,9.933774948120117,6.64,1132004048,9817040069.6,9817040056.32,11.803357124328613,60678976,094307,094713,2,1/1,1,互联网服,2025-04-21
41,600571,信雅达,10.006854057312012,16.05,764318928,7346914833.150001,7484408779.200001,10.644570350646973,65697465,095053,095403,1,1/1,1,互联网服,2025-04-21
24,300464,星徽股份,19.954648971557617,5.29,220664233,1879762750.75,2445126110.2400002,12.065528869628906,48998762,093506,093506,0,1/1,1,互联网服,2025-04-21
4,300051,琏升科技,19.935691833496094,7.46,394096640,2727878915.9,2774946092.48,14.662627220153809,5946351,092500,141145,4,1/1,1,光伏设备,2025-04-21
63,300972,万辰集团,20.0,135.48,728477152,21098049220.079998,24385012820.28,3.6689822673797607,2953464,105936,150000,17,1/1,1,农牧饲渔,2025-04-21
70,603086,先达股份,10.054844856262207,6.02,95703243,2617575120.8599997,2617575078.72,3.7921173572540283,81407460,130102,130102,0,1/1,1,农药兽药,2025-04-21
56,002391,长青股份,10.1010103225708,5.45,128870380,2529458419.9500003,3540279364.8,5.255299091339111,49996250,103400,103400,0,1/1,1,农药兽药,2025-04-21
12,002868,绿康生化,10.028860092163086,15.25,38829183,2331215497.5,2370091514.25,1.6767561435699463,27408825,093057,093057,0,1/1,1,农药兽药,2025-04-21
3,003003,天元股份,10.0,11.66,57328722,1353767183.1200001,2061468178.0,4.234755039215088,100053294,092500,092500,0,2/2,2,包装材料,2025-04-21
61,002565,顺灏股份,10.163934707641602,3.36,305914048,3561449377.92,3561562798.08,8.79647445678711,33018488,105251,105251,0,1/1,1,包装材料,2025-04-21
