序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业,date
39,002816,和科达,9.989909172058105,10.9,82657581,1090000000.0,1090000000.0,7.930448055267334,17566440,101406,101406,0,1/1,1,专用设备,2025-04-23
44,002278,神开股份,10.013531684875488,8.13,568365728,2717099015.7300005,2958585438.2400002,21.74268341064453,37160604,102818,102818,0,4/2,1,专用设备,2025-04-23
25,002657,中科金财,10.016420364379883,20.1,474440992,6760760906.400001,6835045200.000001,7.12144660949707,69575506,093954,093954,0,1/1,1,互联网服,2025-04-23
31,002983,芯瑞达,9.994050979614258,18.49,105796280,2369095391.81,4127608031.3499994,4.531289577484131,24644304,094912,094912,0,1/1,1,光学光电,2025-04-23
9,603086,先达股份,9.969788551330566,7.28,146924021,3165439681.04,3165439630.08,4.641504287719727,116168627,092502,092502,0,3/3,3,农药兽药,2025-04-23
7,003003,天元股份,9.976616859436035,14.11,385536704,1638220836.52,2494624013.0,23.55514907836914,92216469,092500,093015,1,4/4,4,包装材料,2025-04-23
51,002915,中欣氟材,9.970458030700684,14.89,561279744,4292881923.75,4846223999.52,13.598411560058594,30790346,112509,112509,0,2/2,2,化学制品,2025-04-23
60,002054,德美化工,9.98307991027832,6.5,164136823,2498441848.5,3133750464.0,6.7774858474731445,45950411,143154,143154,0,1/1,1,化学制品,2025-04-23
2,001367,海森药业,9.996429443359375,30.81,52327119,805825413.51,3162738930.0,6.493605136871338,54380235,092500,092500,0,1/1,1,化学制药,2025-04-23
22,600200,江苏吴中,9.909910202026367,4.88,164571964,3469091862.4,3475300979.2,4.863442420959473,75057328,093833,093833,0,1/1,1,化学制药,2025-04-23
14,002365,永安药业,9.970674514770508,11.25,190166442,2762551136.25,3315178080.0,6.969903945922852,93164591,093121,093121,0,3/2,1,化学制药,2025-04-23
45,002469,三维化学,10.0,9.02,658245360,5672632097.219999,5852740868.48,11.995162010192871,52113952,103139,105806,1,1/1,1,化学原料,2025-04-23
13,002648,卫星化学,9.974746704101562,17.42,2106413872,58644124888.700005,58681808024.32001,3.6265721321105957,252193189,093042,093530,1,1/1,1,化学原料,2025-04-23
32,002427,尤夫股份,9.957924842834473,7.84,1248903568,7725745218.24,7725793026.559999,16.866622924804688,35683077,094924,105739,3,10/5,1,化纤行业,2025-04-23
53,000420,吉林化纤,10.115607261657715,3.81,350220416,9365049124.83,9368288360.16,3.853994369506836,49062513,130548,130548,0,1/1,1,化纤行业,2025-04-23
20,603205,健尔康,10.01383113861084,39.77,244469241,1169193696.22,4772400000.0,21.179332733154297,46713842,093537,093725,1,1/1,1,医疗器械,2025-04-23
4,002251,步步高,9.94575023651123,6.08,2333735984,9201368980.48,16347294151.68,25.515169143676758,136327687,092500,143854,8,3/3,3,商业百货,2025-04-23
43,002697,红旗连锁,10.047846794128418,6.9,1024498144,7413632895.0,9384000000.0,14.594176292419434,117640170,102709,102709,0,1/1,1,商业百货,2025-04-23
11,600790,轻纺城,10.052909851074219,4.16,172248920,6097690260.4800005,6097690260.4800005,2.8700358867645264,55942007,093028,093028,0,2/2,2,商业百货,2025-04-23
24,003018,金富科技,10.0,11.44,59622592,1518663146.0,2974400000.0,4.018474578857422,37240220,093942,093942,0,1/1,1,塑料制品,2025-04-23
50,301000,肇民科技,20.005006790161133,47.93,1110531360,10954470998.5,11606702438.5,10.97528076171875,101370416,112103,112103,0,1/1,1,塑料制品,2025-04-23
37,300784,利安科技,20.008142471313477,58.96,297701808,828977600.0,3315768896.0,36.98119354248047,6031608,100542,144545,3,1/1,1,塑料制品,2025-04-23
41,601956,东贝集团,9.980430603027344,5.62,195981362,3476689641.0,3494415109.76,5.766215801239014,31715632,101751,101751,0,1/1,1,家电行业,2025-04-23
18,600615,丰华股份,10.033726692199707,13.05,74720275,2448499829.4,2453667629.4,3.0890116691589355,30206273,093246,093246,0,1/1,1,小金属,2025-04-23
