序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业,date
3,002317,众生药业,10.015897750854492,13.84,412757136,10540784899.039999,11785541683.2,3.9158103466033936,121480129,092500,092500,0,1/1,1,中药,2025-05-23
26,603086,先达股份,10.045661926269531,9.64,622060160,4191598698.5200005,4191598631.0400004,15.36691665649414,43503160,102649,104725,1,1/1,1,农药兽药,2025-05-23
40,002735,王子新材,9.976798057556152,18.96,3254108688,5320096557.6,7242844377.6,66.03783416748047,54271464,144724,144724,0,10/6,2,包装材料,2025-05-23
8,002846,英联股份,10.019454956054688,11.31,281086976,2906874665.76,4750127977.92,9.675798416137695,24143999,093000,093000,0,1/1,1,包装材料,2025-05-23
21,603681,永冠新材,10.0,15.4,187821169,2943417477.0,2943417477.0,6.533080577850342,22369377,095458,095458,0,1/1,1,化学制品,2025-05-23
5,603192,汇得科技,9.995328903198242,23.55,290044544,3265600007.85,3324168857.85,9.174403190612793,102694720,092502,094347,1,3/3,3,化学制品,2025-05-23
19,002099,海翔药业,9.965636253356934,6.4,802735616,10340466323.2,10359777587.2,7.98768949508667,6690560,095157,145021,3,2/2,2,化学制药,2025-05-23
17,301075,多瑞医药,20.0,28.92,133267421,2313600000.0,2313600000.0,6.025653839111328,48655008,093851,093851,0,1/1,1,化学制药,2025-05-23
14,300584,海辰药业,20.0,35.16,1124867504,2887167654.3599997,4219199999.9999995,39.85805130004883,12696276,093321,142745,23,3/2,1,化学制药,2025-05-23
28,002365,永安药业,9.994597434997559,20.36,1716431552,4999603656.36,5999735618.559999,34.92985153198242,52602767,105545,143039,3,22/11,3,化学制药,2025-05-23
36,301277,新天地,20.01569938659668,15.29,845479904,1544571336.0,5994878736.0,57.738800048828125,100550128,143124,143124,0,1/1,1,化学制药,2025-05-23
2,001367,海森药业,10.013175010681152,25.05,42753286,969658270.65,3805757322.0,4.409108638763428,99352859,092500,092500,0,2/2,2,化学制药,2025-05-23
13,000510,新金路,10.040983200073242,5.37,352569600,3257790067.29,3482679046.08,11.058207511901855,159904353,093318,093318,0,1/1,1,化学原料,2025-05-23
33,603004,鼎龙科技,10.009861946105957,22.31,233376413,1313612800.0,5254451200.0,18.37466049194336,31717680,132343,132343,0,1/1,1,化学原料,2025-05-23
18,002427,尤夫股份,9.973752975463867,8.38,1054271200,8252262495.18,8257926729.920001,12.99920654296875,46150956,094312,140824,5,9/5,1,化纤行业,2025-05-23
23,603332,苏州龙杰,10.033670425415039,16.34,602474736,3535112986.56,3535112986.56,17.80108070373535,68789733,100143,100143,0,11/7,1,化纤行业,2025-05-23
25,000710,贝瑞基因,10.023866653442383,13.83,479470144,4520740871.13,4889201957.76,10.924999237060547,70772259,102548,102548,0,1/1,1,医疗器械,2025-05-23
35,002727,一心堂,10.011573791503906,19.01,1838541376,7552909351.330001,11132334473.28,25.371126174926758,80661331,134403,142057,1,4/3,1,医药商业,2025-05-23
38,605136,丽人丽妆,10.00758171081543,14.51,1450347984,5810652835.0,5810652776.96,26.725446701049805,89255972,144202,144202,0,7/6,1,商业百货,2025-05-23
11,002886,沃特股份,10.010823249816895,20.33,723683984,4250559074.1199994,5350928476.45,17.10373306274414,62630224,093148,142348,3,1/1,1,塑料制品,2025-05-23
22,000859,国风新材,10.0,7.92,1546265040,7095163846.32,7096132074.24,22.161043167114258,28588032,100033,144139,14,1/1,1,塑料制品,2025-05-23
31,603091,众鑫股份,10.004075050354004,53.99,204147660,1103974562.4,5519872434.070001,19.032514572143555,34440221,130708,130708,0,1/1,1,家用轻工,2025-05-23
30,301501,恒鑫生活,20.0,94.32,673775536,2281070910.24,9620640000.0,31.686664581298828,86107086,112457,112457,0,1/1,1,家用轻工,2025-05-23
39,300963,中洲特材,20.01419448852539,33.82,2486481216,6781992003.26,11079432000.0,40.02092361450195,24513750,144700,145539,3,6/3,1,有色金属,2025-05-23
32,300121,阳谷华泰,19.96817970275879,15.08,1163135872,6527916310.76,6766652963.2,19.109371185302734,97919235,132057,132057,0,1/1,1,橡胶制品,2025-05-23
29,601127,赛力斯,9.999246597290039,145.87,10675789568,220231928492.91,238259110089.6,4.971810817718506,10663097,111052,144601,10,1/1,1,汽车整车,2025-05-23
27,603009,北特科技,10.0,47.19,1973287984,15969519294.3,15975050245.439999,12.56413459777832,2647359,105006,145536,16,1/1,1,汽车零部,2025-05-23
4,301007,德迈仕,20.0,27.3,638318512,4176722550.0,4186182000.0,15.398436546325684,74864790,092500,093351,1,1/1,1,汽车零部,2025-05-23
20,603949,雪龙集团,9.98471736907959,21.59,296444992,4538331865.66,4558440921.2,6.750182628631592,39297254,095207,095207,0,1/1,1,汽车零部,2025-05-23
9,002366,融发核电,9.9609375,5.63,611206656,7073894515.7,11715678958.24,8.73176383972168,130433588,093133,093133,0,1/1,1,电源设备,2025-05-23
10,002471,中超控股,10.04672908782959,4.71,1076864432,6146534753.73,6447990000.0,17.69192886352539,149124252,093142,093157,1,15/9,2,电网设备,2025-05-23
6,603333,尚纬股份,10.032362937927246,6.8,68044200,4226387584.7999997,4226387571.2,1.6099848747253418,100739280,092502,092502,0,2/2,2,电网设备,2025-05-23
37,002882,金龙羽,9.990574836730957,23.34,1539864656,5760478881.0,10103886000.0,28.704397201538086,104318083,143633,143633,0,4/3,1,电网设备,2025-05-23
12,600493,凤竹纺织,10.0,6.27,227693814,1705440000.0,1705440000.0,13.44710636138916,17340932,093151,094433,2,1/1,1,纺织服装,2025-05-23
7,600805,悦达投资,9.959349632263184,5.41,254522720,4599989740.88,4603339223.36,5.540509223937988,26739817,092503,142248,3,1/1,1,综合行业,2025-05-23
24,603232,格尔软件,10.007638931274414,14.4,480505392,3330730008.0,3399130008.0,14.641879081726074,15192000,101416,140804,8,1/1,1,软件开发,2025-05-23
34,000561,烽火电子,10.0,9.57,980568304,5759130950.76,7175291244.0,17.857912063598633,111716658,133412,133412,0,2/2,2,通信设备,2025-05-23
16,002639,雪人股份,10.035842895507812,9.21,1611515872,5991858433.26,7115666040.960001,27.216949462890625,149561097,093412,144257,1,1/1,1,通用设备,2025-05-23
15,301137,哈焊华通,19.991270065307617,27.49,405118880,2795782482.0,4998050366.0,15.019347190856934,80523708,093336,093336,0,1/1,1,通用设备,2025-05-23
1,000695,滨海能源,10.029069900512695,15.14,619667296,3356846310.96,3363313740.46,18.463468551635742,78101188,092500,093012,1,5/5,5,造纸印刷,2025-05-23
41,603607,京华激光,10.012463569641113,26.48,1008164944,4727124864.0,4727124864.0,22.5982666015625,43972237,145345,145345,0,4/3,2,造纸印刷,2025-05-23
